first_name,last_name,price,above_100
Ryan,Love,148.06300090,true
Kathy,Valenzuela,173.54084570,true
Erica,Pruitt,212.55207850,true
Natalie,Flores,47.71141376,
Eileen,Thomas,34.08037038,
Kimberly,Thompson,231.90407240,true
Suzanne,Hernandez,106.88945800,true
William,Hopkins,115.81333470,true
Martin,Compton,86.43104415,
Eric,Hicks,144.11257240,true
Madeline,Preston,277.70877970,true
Mary,Carroll,283.95184270,true
Holly,Skinner,119.68384280,true
Lawrence,Jones,6.60755030,
Tina,Norton,184.81260690,true
April,Jones,43.87704629,
Jessica,Gutierrez,168.49279710,true
Hayley,Gibson,10.51878784,
Jessica,Riggs,120.57476830,true
Denise,Peterson,162.28192890,true
Jerry,Brown,268.82421060,true
Margaret,Frazier,254.82094690,true
Ricky,Johnson,100.25117030,true
Sara,Romero,3.93139677,
Samuel,Reynolds,1.32160146,
Andrew,Foley,110.36100570,true
Anthony,Gross,104.43005060,true
Lee,Barker,216.33642170,true
Amanda,Li,258.35606280,true
Stephanie,Davis,246.13606670,true
Don,Rose,185.08071710,true
Bradley,Gibson,44.37564058,
Heidi,Ortiz,72.56763950,
Malik,Clark,172.80305900,true
Nicole,Henderson,188.47010570,true
Katie,Merritt,93.32190104,
Michelle,Hall,235.58913070,true
Amanda,Martinez,109.84513540,true
Kenneth,Cortez,43.35799481,
Cindy,Lin,191.91612420,true
Christopher,Lucas,149.01454470,true
Veronica,Sloan,122.01508090,true
Duane,Alvarez,206.13299960,true
James,Lee,241.74171320,true
Christopher,Meza,155.00570810,true
Nathaniel,Miller,244.65800510,true
Tracy,Brown,90.74709889,
Mariah,Cervantes,52.08510319,
Joshua,Jones,293.82132160,true
Brenda,Jones,264.27088430,true
Jennifer,Booker,12.02511321,
Seth,Castaneda,10.92646812,
Rachel,Kennedy,161.67211030,true
Susan,Smith,2.81309351,
Jordan,Barnes,71.62466448,
Brenda,Turner,288.01503360,true
James,Stanley,83.01264324,
Matthew,Brown,24.27117954,
Christian,Little,42.75091270,
Thomas,Valenzuela,140.60109830,true
Philip,Hughes,265.84030270,true
Gary,Curry,276.40375360,true
Andrea,Morrison,268.36717710,true
Norma,Jenkins,257.88162860,true
Jill,Ortiz,168.33879050,true
Jessica,Howell,55.09699628,
James,Henderson,163.50069880,true
Nicholas,Thomas,204.07735650,true
Stephanie,White,166.83323400,true
Christopher,Greene,36.14365972,
James,Palmer,118.07716820,true
Christine,Cantrell,211.49627870,true
Christopher,Lopez,17.11683357,
Sandra,Cook,67.45307209,
Pedro,Dunn,116.39810060,true
Cassandra,Gallagher,82.99376863,
Daniel,Guzman,202.39144160,true
Michael,Hunt,19.63313083,
Leslie,Preston,232.96747670,true
Crystal,Valdez,36.96034311,
Luis,Saunders,136.68960470,true
Samantha,Golden,18.25944943,
Brian,Woods,207.72380540,true
Jay,Parker,53.42922382,
Janet,Fleming,160.50782750,true
Lance,Williams,2.17054308,
Rebecca,Brooks,228.47913430,true
Sara,Oliver,208.40796440,true
Megan,Hickman,165.11041020,true
Raymond,Davis,217.32736000,true
Krystal,Miller,219.38669080,true
Brian,Christian,197.10474850,true
Stephen,Doyle,75.62902184,
Carl,Taylor,271.87527150,true
Kathleen,Peterson,279.16047210,true
Teresa,Mcintosh,204.47154300,true
Ashley,Hill,221.49895960,true
Andrew,Jacobs,226.50948360,true
Jeffery,Turner,172.14673800,true
Christian,Peterson,229.55098360,true
Jason,Burgess,288.13094670,true
Crystal,Herrera,95.15394812,
Brenda,Dean,252.02550260,true
Kathleen,Allen,148.17591370,true
Julie,Suarez,126.60452210,true
William,Lee,219.70815080,true
Paige,Sanders,14.77249308,
Devin,Bates,152.22743380,true
Patricia,Olsen,110.16798820,true
Becky,Hernandez,222.23333330,true
Marie,Lamb,40.27252313,
Nathan,Flores,101.89364590,true
Brandon,Gonzalez,60.52303081,
John,Henderson,248.40760420,true
Samuel,Bell,92.53696137,
Chase,Reed,71.94764090,
Timothy,Nichols,227.97088900,true
Mitchell,Owen,153.79194790,true
Amy,Baker,36.80578714,
Duane,Gomez,244.08343380,true
Ashley,Caldwell,130.81716950,true
Maria,Hampton,288.56920270,true
Kathy,Schneider,42.12818501,
Christopher,Johnson,160.17787100,true
Alison,Rojas,294.68164290,true
Susan,Valdez,60.26333489,
David,Frank,163.05120600,true
Jason,Conway,139.26884760,true
Nathan,Reid,233.06315770,true
Amy,Klein,35.59591008,
Victoria,Johnson,46.62876129,
Sara,Adams,124.15488650,true
Charles,Reid,63.79578805,
Angela,Davis,266.94834430,true
Brittany,Nicholson,39.77148045,
William,Dunn,225.41281500,true
Jon,James,11.05366645,
Heather,Boyle,234.21141920,true
Martin,Robinson,45.61899672,
Lindsay,Brewer,152.25611720,true
Christopher,Mitchell,122.22960970,true
Renee,Martin,103.80076340,true
Nathaniel,Kelly,278.67119320,true
Jesus,Martinez,1.74161019,
Mark,Kim,260.94608020,true
Kimberly,Mccullough,175.70639530,true
Kevin,Richardson,233.39621340,true
Kim,Kramer,159.72853790,true
Shelly,Warren,223.99575270,true
Keith,Parker,165.28567220,true
Rebecca,Pearson,34.08557462,
Thomas,Turner,102.51156710,true
Ernest,Blake,279.77364370,true
Kimberly,Aguilar,254.50390900,true
Parker,Chandler,105.09884890,true
Patricia,Jordan,293.15425860,true
Edward,Pearson,186.51746520,true
Thomas,Guzman,35.01257377,
Christina,Lewis,276.72176280,true
Nicole,Green,173.77772780,true
Sandra,Ayers,203.86141010,true
Kimberly,Gould,116.96456890,true
Cory,Johnson,290.19083010,true
Lisa,Butler,33.22539775,
Stephanie,Gomez,134.89621910,true
Dennis,Figueroa,293.50635540,true
Michelle,Spencer,296.94583640,true
Austin,Zuniga,189.97013560,true
Sarah,Mora,152.06020360,true
David,Brown,222.44664940,true
Regina,Smith,104.48827500,true
John,Gardner,90.71613517,
Melissa,Levy,101.50502730,true
Brandon,Powell,12.10462520,
Vanessa,Alvarez,160.56382520,true
Michael,Wu,26.41273072,
Jenny,Fox,289.19823270,true
Elizabeth,Cole,111.44317330,true
Justin,Holmes,279.04481030,true
Steve,Carey,266.78665310,true
Ryan,Miller,240.05944320,true
Alvin,Blair,212.26187040,true
John,Pearson,106.23576840,true
Marcus,Mejia,164.10502740,true
Antonio,Simon,103.89625150,true
Maria,Mccall,244.07770720,true
Linda,Robinson,33.16893391,
Emily,Rodriguez,124.81039670,true
Samantha,Morrison,68.09438499,
Johnny,Clark,11.42250221,
Brandon,Hanson,129.28429230,true
Dana,Mcclain,127.64522440,true
Christine,Ramos,94.47688435,
Lisa,Holloway,220.88547380,true
Melissa,Gibson,166.72420680,true
Michael,Fernandez,200.35516320,true
Karen,Woods,153.63176970,true
Kimberly,Stone,235.99227330,true
Alexander,Cook,214.58096980,true
Adam,Jones,66.05270665,
Michelle,Hale,160.33290900,true
Dawn,Perez,221.78453390,true
Michael,Smith,269.77645710,true
Pamela,Willis,258.64078330,true
Tracy,Coleman,65.24906648,
Amanda,Jones,61.84863952,
Alexis,Bradford,184.45621980,true
Eric,Elliott,272.06004340,true
Richard,Tucker,2.10660976,
Elizabeth,Andersen,7.88626681,
Rhonda,White,221.17336650,true
Annette,Kaufman,200.00382700,true
Kenneth,Brown,260.54863520,true
Joshua,Brown,151.73655220,true
Monique,Thompson,229.16933070,true
Tammy,Anderson,246.66417170,true
Robert,Foster,23.92059590,
Destiny,Lutz,93.79622280,
Phillip,White,252.42604020,true
Jeffrey,Reeves,237.86404630,true
Michelle,Dodson,25.13036482,
Brandy,Allen,141.19641050,true
Stephanie,Decker,188.27984490,true
Deborah,Carter,157.09336450,true
Donna,Lloyd,129.26689840,true
Jason,Brown,179.53567470,true
Michelle,Keller,255.20750030,true
Loretta,Haynes,26.40453589,
Ryan,Vaughn,174.70848880,true
Dan,Smith,33.04343359,
Alex,Brown,231.20453320,true
Ethan,Lee,22.86368908,
Jose,Martinez,72.80481604,
Stacey,Yates,196.33241960,true
Alejandra,Strickland,238.52116260,true
Paula,Gregory,63.86627777,
Joseph,Lozano,288.25522150,true
Dean,Thomas,291.91384860,true
Sue,Lee,229.68674080,true
Anna,Long,282.56451130,true
Madison,Richardson,231.60059760,true
Kelly,Buchanan,190.70708280,true
Robert,Brown,216.25938900,true
Felicia,Sawyer,137.90300610,true
Julian,Edwards,150.34492450,true
David,Salazar,77.45842821,
Annette,Watson,76.78259440,
Joshua,Williams,177.51647450,true
Daniel,Yoder,119.23428590,true
Daniel,Nelson,98.27456386,
Gary,White,271.01981600,true
Jason,Campbell,273.31062440,true
Elizabeth,Watson,86.42236772,
Kenneth,Wright,182.43662380,true
Robert,Perez,239.58512970,true
David,Clark,23.03252380,
Beverly,Leon,106.10637630,true
Robert,Wright,50.02341430,
James,Thomas,86.77348735,
Derrick,Wells,181.42180650,true
Devin,Neal,86.96007678,
Linda,Baker,147.12639190,true
Amanda,Ray,137.81283280,true
Bruce,Williams,71.30022792,
Amy,Castillo,249.54698440,true
Kyle,Turner,161.16180020,true
Steven,Mason,111.88270680,true
Kimberly,Kelly,240.42319170,true
Melissa,Ellis,98.58946201,
Kelli,Olson,237.57344940,true
Mark,Mcmillan,214.15693160,true
Erin,Bautista,77.62428880,
Joseph,Holt,84.95214506,
Dean,Foster,275.74515040,true
Luis,Smith,232.23175150,true
Nicholas,Hughes,119.29779560,true
Alexis,Marshall,135.45933760,true
Nathan,Jones,156.53334420,true
Debra,Jordan,96.86625469,
Billy,Rose,13.66865285,
Amber,Stephens,288.23654960,true
Sandra,Williamson,58.32246701,
Mikayla,Wiggins,171.03127580,true
Wesley,Lowery,71.51598238,
Brandon,Cruz,268.40696940,true
Tracy,York,133.91264960,true
Jessica,Adams,169.22230210,true
Diana,Flores,140.91031440,true
Anthony,Brooks,56.34749333,
Joan,Cruz,153.97318590,true
Lauren,Ray,235.52825220,true
Becky,Reid,222.18009290,true
Robert,Fisher,174.66665170,true
Christopher,Clark,206.77754150,true
Leah,Palmer,82.10118057,
Erin,Campbell,223.76480210,true
Michael,Smith,190.58199120,true
Carolyn,Gonzalez,35.19868853,
Evan,Jackson,250.48315340,true
Corey,Mitchell,229.27245200,true
Wesley,Shaw,78.19470358,
Angela,Lopez,123.47342900,true
Mariah,Jones,7.58666203,
Melissa,Yates,191.73883050,true
Pamela,Boyd,42.57642339,
Chad,Hill,237.38868180,true
Dalton,Marshall,44.79388508,
Megan,Davis,185.41605330,true
Jay,Hunt,11.93981724,
Craig,Brady,114.03080210,true
James,Cooper,162.95637750,true
Timothy,Cabrera,246.80160850,true
Jeremy,Lewis,3.08554878,
Justin,Kemp,238.33567010,true
Sean,Roach,288.90948410,true
Jeffery,Steele,116.58654430,true
Albert,Sellers,70.52448058,
Jennifer,Snyder,252.15105330,true
John,Scott,54.09488820,
Gabrielle,Brown,125.27783120,true
Devon,Ramsey,151.36790710,true
Linda,Palmer,259.96508370,true
Laura,Vargas,19.47538112,
Felicia,Stewart,271.39003540,true
Jennifer,Garza,288.04177120,true
Antonio,Lewis,26.06155907,
Andrew,Nielsen,249.56872640,true
Lindsay,Carpenter,84.75981129,
Chris,Stewart,75.24103915,
Robert,Moore,263.41411290,true
Timothy,Ray,141.86269140,true
Scott,Day,198.06549360,true
Nathaniel,Armstrong,20.87450709,
Amanda,Brown,212.90589730,true
Larry,Wilson,182.03312570,true
Joshua,Thompson,69.44828294,
Kim,Howell,36.96354785,
Kristin,Lindsey,64.39004043,
Erin,Flowers,193.63982630,true
Samuel,Anderson,262.26807170,true
Jennifer,Burke,274.30269740,true
Kelly,Douglas,34.36564262,
Nancy,Marshall,267.38285780,true
Jorge,Johnson,116.17146360,true
Amy,French,165.80169290,true
Virginia,Chambers,89.89633639,
Mary,Pollard,158.07903130,true
Edward,Norris,26.97375079,
Deborah,Bailey,234.67588980,true
Jennifer,Jones,165.00225250,true
Sonya,Griffith,138.61715280,true
Patrick,Gallagher,104.16105350,true
Jonathan,Miller,98.37584933,
Heather,Ballard,284.58142330,true
Andre,Manning,194.99055450,true
Ashley,Soto,79.24450990,
Elizabeth,Clark,269.41684080,true
Patricia,Young,130.65530750,true
Marisa,Campbell,84.44272785,
Timothy,Davis,171.11685540,true
Mitchell,Ibarra,161.78342860,true
Chelsea,Chen,36.22563908,
Paul,Taylor,69.55631424,
Henry,Roach,1.95900718,
Thomas,Mcclain,299.13077390,true
Dennis,Williams,275.26836610,true
Paul,Stein,102.89117820,true
Susan,Christensen,37.48220654,
Crystal,Brown,16.57201119,
Crystal,Lowe,144.50146920,true
Brian,Baker,74.18584275,
Molly,Fischer,10.65318304,
Karen,Morton,126.92805830,true
Mark,Green,123.14516560,true
Karen,Davis,108.20904370,true
Joanna,Figueroa,187.25729040,true
Paula,Barker,102.04551250,true
Adam,White,23.99088409,
Melinda,Fitzpatrick,295.48673620,true
Joseph,Perry,81.57617561,
Victoria,Moore,228.87358160,true
Heather,Herman,61.06299530,
Timothy,Clark,146.92132150,true
Nathaniel,Wells,20.65123885,
Cindy,Pitts,60.39039483,
Travis,Johnson,98.50765990,
Nichole,Townsend,245.16805420,true
Jessica,Allen,137.73346250,true
Charles,Wright,99.76504328,
Laura,Lopez,7.70322141,
Julie,Castillo,211.53721250,true
Robert,Young,267.42305230,true
Randy,Bauer,54.47848217,
Joel,Webb,254.01125700,true
Christopher,Bright,229.06276940,true
Maria,Reyes,245.76857860,true
Christopher,Larson,255.89595540,true
Evan,Richardson,199.78024390,true
Brittany,Salinas,106.00092510,true
Theodore,Schultz,66.39665060,
Allen,Hall,248.78345300,true
Mark,Bailey,146.19995890,true
Ashley,Barton,184.83768600,true
Melissa,Reid,164.99648090,true
Kevin,Frazier,188.93275710,true
Jacqueline,Russell,182.94772480,true
Jeremy,Davidson,238.46929290,true
Vincent,Taylor,19.99434316,
Daniel,Alexander,257.70395900,true
Katherine,Brooks,16.25110869,
Donna,Malone,263.62119520,true
Sarah,Carlson,155.11203900,true
Stephen,Stafford,86.76268915,
Molly,Grant,114.84919290,true
Vanessa,Chase,7.77078695,
Katrina,Miller,247.26599610,true
Karen,Hancock,282.61777940,true
Raymond,Brooks,204.87268480,true
Amanda,Reynolds,90.21503715,
Sandra,Marquez,138.17011870,true
Eric,Gregory,24.92979482,
Mary,Allen,255.25313790,true
Michael,Santos,193.49951930,true
Ronnie,Ali,229.61594260,true
Jeff,Wilson,114.67608770,true
John,Richardson,207.19546100,true
Reginald,Barnes,46.87806250,
Joseph,Beasley,298.37222370,true
Kyle,Brown,106.88415190,true
Ruth,Ballard,299.94554780,true
Michael,Bradley,203.91710700,true
Derek,Sandoval,143.09566650,true
Kayla,Brown,123.10570420,true
Rodney,Harrison,118.41629550,true
Whitney,Sims,284.58550670,true
Carly,Wagner,212.83931810,true
Brett,House,193.72380180,true
Robert,Weaver,109.62901820,true
Steve,Gonzalez,146.19330840,true
David,Fisher,290.17798190,true
Leonard,King,24.09392620,
Beth,Martinez,23.52767675,
Elizabeth,Lewis,173.60532140,true
Nicole,Small,159.85824870,true
Anthony,Cline,250.28820210,true
Spencer,Ware,159.52026850,true
Willie,Erickson,116.34027620,true
Brent,Moore,155.63854180,true
Maria,Hunt,285.74582560,true
Robert,Howard,174.47244540,true
Katherine,Smith,96.91551318,
Andrea,Meza,143.00065110,true
Nathan,Crane,83.56558574,
Douglas,Delgado,85.52238370,
Mariah,Garrison,192.77346290,true
Dennis,Perez,138.22028570,true
Veronica,Berry,248.79786650,true
Kristine,Holland,248.54951610,true
Daniel,Nguyen,282.20883460,true
Kelly,Gregory,159.74720680,true
Shawn,Brown,181.37967770,true
Danielle,George,274.24466790,true
Tiffany,Brown,276.19914260,true
Alice,Freeman,137.15837380,true
Daniel,Brown,112.76369370,true
Jessica,Hopkins,122.35183760,true
April,Bryant,266.67198480,true
Christopher,Miller,158.24310720,true
Duane,Smith,195.32787490,true
Madeline,Sandoval,121.17434980,true
Victoria,Kirk,3.66698742,
Paul,Davis,252.50400280,true
Robert,Dickerson,11.98827381,
Kevin,Lambert,4.53103697,
Sheila,Morton,170.34320100,true
Leonard,Martinez,93.22430955,
Melanie,Dennis,209.66911200,true
Melissa,Cline,107.48203250,true
Timothy,Williams,258.01048150,true
Kimberly,Anderson,87.97839743,
Sarah,Simmons,244.27572790,true
Michael,Bryan,233.28489030,true
Peter,Lopez,140.04123940,true
Philip,Oliver,21.30464474,
Sara,Hodges,277.35437590,true
Richard,Hicks,73.36766831,
Michael,Brown,37.87051913,
Destiny,Roy,223.47633020,true
Kimberly,Baker,80.46348769,
Jamie,Higgins,69.03028233,
Preston,Ferguson,221.42495660,true
Rachel,Montgomery,29.08534279,
Rebecca,Walls,215.27177930,true
Matthew,Collins,238.66803730,true
Thomas,Forbes,72.71031133,
Caitlin,Shelton,220.32520860,true
Robert,Stephens,3.60646421,
Jennifer,Lin,192.95875310,true
Diana,Carney,97.78448666,
Kevin,Mayo,51.80383700,
Nicholas,West,16.20451730,
Mitchell,Kelley,13.07861103,
Andre,Boyd,253.52116630,true
James,Knight,22.56984826,
Andrew,Lee,70.51262949,
David,Clay,236.98241290,true
Craig,Mitchell,166.28910340,true
Jennifer,Evans,2.97701197,
Scott,Schroeder,236.19972910,true
Kathleen,Gallagher,291.67798700,true
Benjamin,Davis,51.11857044,
Luis,Mathis,299.19388170,true
Rachel,Thomas,161.33128660,true
Erin,Henry,11.73608077,
Daniel,Chen,254.16654720,true
Katie,Parker,13.94906194,
Melissa,Robinson,205.87810890,true
Samuel,Dalton,14.08357426,
Nicole,Jones,51.59257197,
James,Baker,170.92731690,true
Amanda,Hopkins,200.64335740,true
Eric,Rodriguez,103.93546300,true
Rebecca,Gallagher,221.54354510,true
Paul,Daniels,232.54837000,true
Stephanie,Green,2.66396779,
Beth,Stone,35.23893288,
Paul,King,188.56517500,true
Lauren,Kelly,13.00123524,
Laura,Pierce,16.16340439,
Heather,Bennett,255.17411490,true
Joshua,King,107.35901270,true
Jasmine,Flores,289.76965660,true
Sarah,Chandler,55.24485998,
Denise,Miller,158.86413390,true
Randy,Moyer,125.96832450,true
Megan,Perry,287.09219610,true
David,Weber,140.94462410,true
Michael,Hoffman,145.27176330,true
Amy,Townsend,217.59220910,true
Martin,Larson,171.93567680,true
Savannah,Hampton,245.21551750,true
Amanda,Chavez,4.06880317,
Tina,Campos,292.10020000,true
Crystal,Blake,227.63303910,true
Beth,Morales,229.97944740,true
Mark,Johnson,177.54765570,true
Emily,Kramer,249.95984750,true
Scott,Jackson,200.64865340,true
Kayla,Stanley,39.11623892,
Heather,Combs,75.68140908,
Samantha,Watson,209.23717670,true
John,Taylor,162.38398500,true
Kristen,Waller,203.30262590,true
Robert,Chang,59.64579395,
Elizabeth,Berry,48.18828909,
Leslie,Estes,160.47949400,true
Joseph,Wilson,265.84055260,true
Austin,Ramirez,212.70362890,true
Amanda,Evans,148.03285050,true
Stephanie,Martinez,167.49699410,true
Trevor,Valenzuela,233.38325480,true
Jaime,Perez,142.84246810,true
Randy,Stone,126.80863910,true
Elizabeth,Delgado,287.06058450,true
Anthony,Scott,103.28643640,true
Cody,Johnson,170.05862640,true
Bryan,Hall,260.90822220,true
Sergio,Day,276.64205910,true
Nicole,Wiggins,65.95568043,
Kathleen,Turner,262.10497410,true
Joshua,Holland,299.51584110,true
Jessica,Miller,124.42151510,true
Alex,Moore,142.41823900,true
Julie,Boyd,39.18863723,
Tara,Barnes,128.89180580,true
Heather,Brown,186.71130160,true
Michelle,Gutierrez,46.66502067,
Tiffany,Brown,45.12432917,
Alicia,Todd,205.87062290,true
Annette,Morris,17.24911997,
Lindsey,Hines,117.80796890,true
Logan,Watkins,52.17159020,
John,Harmon,154.80876100,true
Alexis,Williams,223.49770470,true
Andrea,Oliver,115.64285010,true
Darrell,Smith,57.00665127,
Patrick,Hendrix,9.99464351,
Matthew,Bruce,257.37435790,true
Steven,Ortiz,227.27207350,true
Jimmy,Navarro,164.96023550,true
Anthony,Friedman,17.75319200,
Michael,Barrett,39.21052339,
Catherine,Taylor,55.50357069,
John,Ross,226.06569370,true
Michael,Austin,67.81751254,
Troy,Warren,111.33948450,true
Alicia,Ruiz,164.60267730,true
Dana,Santos,295.99348870,true
Christian,Porter,145.41841930,true
Emily,Ramos,63.74626361,
Lisa,Marquez,227.07548350,true
Sergio,Hughes,240.30883360,true
Angela,Fischer,44.62116994,
Lance,Weaver,23.27390372,
Dawn,Ward,201.12613760,true
Norman,Simpson,219.38295120,true
Suzanne,Haas,268.84301720,true
Lisa,Craig,32.20190241,
Joseph,Summers,234.39831140,true
Carl,Decker,29.47284095,
Sandra,Pollard,206.47944570,true
Cameron,Nielsen,160.92211150,true
Frank,Jones,95.72477062,
James,Jordan,298.58969870,true
Destiny,Rojas,89.68388380,
Lisa,Clark,273.51277080,true
Lori,Valdez,111.55011820,true
Danny,Lewis,224.40379090,true
Jennifer,Martin,87.64623687,
Richard,Bauer,164.22095180,true
Alicia,Ferrell,169.30284250,true
Grant,Hall,0.55864077,
Elizabeth,Hill,237.89715970,true
Jacqueline,Brown,267.50735810,true
Tiffany,Barron,185.26347930,true
Arthur,Chandler,226.59721730,true
Mark,Bowman,180.10646760,true
Shannon,Jackson,131.23042030,true
Kelly,Johnson,124.16337990,true
Brian,Contreras,60.52315419,
John,Dixon,183.46151010,true
Tamara,Wilson,5.00690372,
Christina,Bishop,197.76890340,true
Jennifer,Smith,169.76375160,true
Denise,Clark,270.07653650,true
Angela,Peterson,194.59220040,true
Amy,Mills,132.67089380,true
Stephanie,Spears,128.78589040,true
Alexandra,Lawrence,112.38945860,true
Joe,Powell,18.98297458,
Matthew,Diaz,124.61208740,true
Joshua,Sanchez,147.13387790,true
Joseph,Herring,262.37218410,true
Billy,Riley,141.18915260,true
Cheryl,Crosby,128.69643150,true
Jeanne,Brown,79.06627536,
Rebecca,Clarke,174.54185730,true
Ronald,Hudson,240.16836590,true
Derek,Wolf,136.99871390,true
Jennifer,Lee,168.41306620,true
Courtney,Copeland,205.98714360,true
Kevin,Boyd,276.04305180,true
Christopher,Harrell,47.54869596,
Terri,Schultz,95.12922836,
Jonathan,Brooks,113.40232050,true
Gregory,Yoder,66.72888226,
Tammy,Welch,243.68078850,true
Jennifer,Doyle,125.08294710,true
Michelle,Moore,139.85264010,true
Matthew,Bennett,31.24445141,
Valerie,Bishop,141.04655290,true
Olivia,Moore,182.77226330,true
Rachel,Lynch,11.16873089,
Victoria,Carroll,100.40094800,true
Richard,Duffy,192.82785780,true
Harold,Rowe,4.97356668,
Jasmine,Bailey,240.19847410,true
Victoria,Goodman,157.21290330,true
Christopher,Frost,51.77460980,
Michael,Larsen,119.93411080,true
Robert,Coffey,100.31045950,true
Carolyn,Harmon,132.24657550,true
Jared,Garrison,176.72059430,true
Susan,Burton,71.54482097,
Bryan,Patton,6.51778330,
Kyle,Burns,47.95291873,
Jeremy,Davis,196.88090630,true
Kevin,Bryant,119.26622300,true
James,Harrington,153.66009260,true
Christina,Weaver,158.47537060,true
Robert,Kennedy,169.29436270,true
Richard,Jarvis,114.69255760,true
Aaron,Ford,266.56537900,true
Donna,Franklin,212.00734370,true
Angela,Martinez,97.13919381,
Michael,Anderson,56.30656726,
Charles,Stevens,146.52720630,true
Christopher,Harrell,176.63651170,true
Melanie,Francis,148.62381070,true
Kevin,Johnson,57.07758117,
Annette,Johnston,286.43684750,true
Laura,Jones,251.82569610,true
Brianna,Parks,105.66882690,true
Mario,Henderson,289.32159480,true
Rachel,Garcia,18.33863307,
Taylor,Evans,152.08136430,true
Denise,Olson,263.85941970,true
Jenna,Odom,54.33763494,
Jennifer,Parker,114.30514170,true
Melissa,Haynes,249.41104460,true
Terry,Martinez,135.28260200,true
Daniel,Mitchell,273.16612170,true
Steven,Williams,89.40717196,
Nicholas,White,234.42393860,true
Robert,Le,143.35760730,true
William,Daniels,2.75363996,
Anthony,Hoffman,205.89371710,true
Jessica,Smith,140.79979080,true
Charles,Martinez,53.45634467,
Michael,Harrison,264.90582280,true
Cynthia,Oconnor,134.09744410,true
Wesley,Williams,210.54881310,true
Keith,Wheeler,64.57752578,
Anna,Lopez,299.14994260,true
Megan,Montoya,77.73528252,
Alice,Wallace,258.11499960,true
David,Barry,293.06493300,true
Crystal,Anderson,85.67769938,
Charles,Walters,136.32737540,true
Amy,Hall,165.78154970,true
Daniel,Allison,202.92057180,true
Monica,Rogers,115.60975620,true
Lisa,Brennan,244.69072910,true
Hector,Adams,258.29833920,true
Samantha,George,177.65863790,true
Peter,Sanders,248.56781660,true
Yvonne,Coleman,299.98547230,true
Charles,Miller,37.89348077,
Mathew,Harmon,5.47764331,
Heather,Collins,18.93872049,
Anne,Mccullough,38.48691116,
Terry,Moore,251.98736770,true
James,Rogers,39.25426014,
Stephen,Brown,166.41230000,true
Mark,Morales,205.58033140,true
Kathleen,Tran,248.44988520,true
Michelle,Stone,59.92907123,
Catherine,Scott,261.62056560,true
Robert,Dyer,159.33573940,true
Bryan,Martinez,292.45987230,true
Danielle,Miller,5.84075929,
Natalie,Gentry,115.42409650,true
Mark,Martinez,274.84171110,true
Margaret,Baird,178.13765380,true
Jacqueline,Conway,161.05444660,true
Jennifer,Miller,167.65138000,true
Stephanie,Salinas,180.17327600,true
Jesse,Duarte,23.19171407,
Tammy,Williams,24.00839556,
Jay,Lynch,43.56506347,
Adam,Thompson,87.50028920,
Chad,Clark,291.28504770,true
Maxwell,Cole,138.52240220,true
Tony,Lester,220.71065720,true
Bethany,Williamson,115.98620240,true
Javier,Moss,41.30985030,
Ronald,Owens,216.87815310,true
Jennifer,Lewis,61.69501363,
Jennifer,Goodwin,6.77262152,
Joseph,Wright,155.26062410,true
Erik,Delgado,273.22199700,true
Paul,Reid,63.28549542,
Thomas,Bryant,146.49678310,true
Marvin,Wood,273.36355230,true
Zachary,Gordon,250.18959150,true
Eric,Becker,97.12959620,
Jason,Greene,169.14310170,true
Thomas,Davis,230.95472990,true
Kimberly,Duncan,191.12038510,true
Samantha,Smith,291.88034410,true
Thomas,Rogers,112.95760980,true
Ryan,Hammond,21.40553750,
Jillian,Smith,259.36251140,true
Charles,Harris,84.45795116,
Jenny,Lewis,253.65137040,true
Heidi,Bolton,146.45627170,true
Ian,Park,77.37019197,
David,Guzman,216.07523680,true
Pamela,Dillon,51.72379565,
Kimberly,Leblanc,294.60526510,true
Megan,Smith,25.42056931,
Ronald,Costa,136.88543440,true
Daniel,Lewis,143.98516010,true
Dale,Ramirez,15.01368802,
Abigail,Allen,229.78385740,true
Kenneth,Sims,37.63598280,
Lisa,Mendez,40.54338297,
Eric,Brown,174.29210170,true
Kristi,Cobb,23.91334070,
Anne,Macdonald,81.47862786,
Lauren,Parker,187.00231740,true
Carol,Sharp,199.56971610,true
Christine,Miles,273.94354430,true
Amanda,Bowers,261.92280800,true
Joseph,Buck,86.80183350,
Sean,Conway,56.43303098,
Julia,Murphy,73.19912337,
Lynn,Anderson,169.82374480,true
James,Gray,188.81382900,true
Stephanie,Gray,200.82568510,true
Ronald,Baird,215.99931500,true
Christopher,Cochran,204.08873670,true
Kyle,Torres,63.41712663,
William,Oconnor,242.14362800,true
Caleb,Kelly,285.63342680,true
Rachael,Garcia,226.41725810,true
Brandon,Weber,298.48022270,true
Thomas,Hoover,200.08022140,true
Michelle,Jimenez,14.80415308,
Rebecca,Davis,32.98097798,
Miranda,Flynn,298.83576520,true
Jennifer,Perez,140.36372870,true
James,Newton,191.80069750,true
Peter,Hernandez,194.19676780,true
Nicholas,Combs,20.10458063,
Karen,Wilson,160.15103310,true
Jenna,Campbell,190.99434360,true
Michelle,Melendez,52.90917795,
Andrew,Gallagher,136.30899000,true
Laura,Ross,182.02449780,true
Teresa,Lindsey,27.52334916,
James,Frost,223.61709740,true
Robert,Jackson,22.05368223,
John,Norman,109.60336350,true
Alicia,Anderson,173.55202810,true
